time,co2
2022-09-20T00:03:55,574
2022-09-20T00:09:19,597
2022-09-20T00:14:43,603
2022-09-20T00:20:07,629
2022-09-20T00:25:31,630
2022-09-20T00:30:55,607
2022-09-20T00:36:19,602
2022-09-20T00:41:44,614
2022-09-20T00:47:08,574
2022-09-20T00:52:32,551
2022-09-20T00:57:57,582
2022-09-20T01:03:21,603
2022-09-20T01:08:45,574
2022-09-20T01:14:09,530
2022-09-20T01:19:34,566
2022-09-20T01:24:58,589
2022-09-20T01:30:22,545
2022-09-20T01:35:46,529
2022-09-20T01:41:10,547
2022-09-20T01:46:34,567
2022-09-20T01:51:58,605
2022-09-20T01:57:22,521
2022-09-20T02:02:46,558
2022-09-20T02:08:11,546
2022-09-20T02:13:35,570
2022-09-20T02:18:59,547
2022-09-20T02:24:23,567
2022-09-20T02:29:48,544
2022-09-20T02:35:12,555
2022-09-20T02:40:36,559
2022-09-20T02:46:00,536
2022-09-20T02:51:24,546
2022-09-20T02:56:49,558
2022-09-20T03:02:13,557
2022-09-20T03:07:37,545
2022-09-20T03:13:02,538
2022-09-20T03:18:26,491
2022-09-20T03:23:50,548
2022-09-20T03:29:15,544
2022-09-20T03:34:39,539
2022-09-20T03:40:03,539
2022-09-20T03:45:27,529
2022-09-20T03:50:52,553
2022-09-20T03:56:16,526
2022-09-20T04:01:40,541
2022-09-20T04:07:04,515
2022-09-20T04:12:29,532
2022-09-20T04:17:53,518
2022-09-20T04:23:17,521
2022-09-20T04:28:41,524
2022-09-20T04:34:05,524
2022-09-20T04:39:30,520
2022-09-20T04:44:54,531
2022-09-20T04:50:18,531
2022-09-20T04:55:42,546
2022-09-20T05:01:06,530
2022-09-20T05:06:30,644
2022-09-20T05:11:54,576
2022-09-20T05:17:18,688
2022-09-20T05:22:42,633
2022-09-20T05:28:05,640
2022-09-20T05:33:30,663
2022-09-20T05:38:54,699
2022-09-20T05:44:18,735
2022-09-20T05:49:42,716
2022-09-20T05:55:07,672
2022-09-20T06:00:31,727
2022-09-20T06:05:55,767
2022-09-20T06:11:19,555
2022-09-20T06:16:44,651
2022-09-20T06:22:08,725
2022-09-20T06:27:32,766
2022-09-20T06:32:56,694
2022-09-20T06:38:20,643
2022-09-20T06:43:44,643
2022-09-20T06:49:08,655
2022-09-20T06:54:32,593
2022-09-20T06:59:56,598
2022-09-20T07:05:20,569
2022-09-20T07:10:44,588
2022-09-20T07:16:08,561
2022-09-20T07:21:32,559
2022-09-20T07:26:56,579
2022-09-20T07:32:20,559
2022-09-20T07:37:45,577
2022-09-20T07:43:09,637
2022-09-20T07:48:33,577
2022-09-20T07:53:57,575
2022-09-20T07:59:21,621
2022-09-20T08:04:45,552
2022-09-20T08:10:10,587
2022-09-20T08:15:34,565
2022-09-20T08:20:57,528
