time,co2
2022-09-11T00:01:24,635
2022-09-11T00:06:24,630
2022-09-11T00:11:25,633
2022-09-11T00:16:25,636
2022-09-11T00:21:26,629
2022-09-11T00:26:26,626
2022-09-11T00:31:26,629
2022-09-11T00:36:27,628
2022-09-11T00:41:27,625
2022-09-11T00:46:28,624
2022-09-11T00:51:28,629
2022-09-11T00:56:28,625
2022-09-11T01:01:29,640
2022-09-11T01:06:29,633
2022-09-11T01:11:29,631
2022-09-11T01:16:30,632
2022-09-11T01:21:30,632
2022-09-11T01:26:31,631
2022-09-11T01:31:31,647
2022-09-11T01:36:31,649
2022-09-11T01:41:32,649
2022-09-11T01:46:32,654
2022-09-11T01:51:33,647
2022-09-11T01:56:33,652
2022-09-11T02:01:33,642
2022-09-11T02:06:33,652
2022-09-11T02:11:34,653
2022-09-11T02:16:34,651
2022-09-11T02:21:35,643
2022-09-11T02:26:35,666
2022-09-11T02:31:35,664
2022-09-11T02:36:35,678
2022-09-11T02:41:36,594
2022-09-11T02:46:36,614
2022-09-11T02:51:36,663
2022-09-11T02:56:36,665
2022-09-11T03:01:37,685
2022-09-11T03:06:37,666
2022-09-11T03:11:37,653
2022-09-11T03:16:37,672
2022-09-11T03:21:38,669
2022-09-11T03:26:38,668
2022-09-11T03:31:38,664
2022-09-11T03:36:39,671
2022-09-11T03:41:39,667
2022-09-11T03:46:39,668
2022-09-11T03:51:39,670
2022-09-11T03:56:40,681
2022-09-11T04:01:40,673
2022-09-11T04:06:40,654
2022-09-11T04:11:40,658
2022-09-11T04:16:41,661
2022-09-11T04:21:41,666
2022-09-11T04:26:41,687
2022-09-11T04:31:41,677
2022-09-11T04:36:42,687
2022-09-11T04:41:42,690
2022-09-11T04:46:42,697
2022-09-11T04:51:43,696
2022-09-11T04:56:43,668
2022-09-11T05:01:43,672
2022-09-11T05:06:43,668
2022-09-11T05:11:44,693
2022-09-11T05:16:44,682
2022-09-11T05:21:44,623
2022-09-11T05:26:45,690
2022-09-11T05:31:45,664
2022-09-11T05:36:45,688
2022-09-11T05:41:45,680
2022-09-11T05:46:46,691
2022-09-11T05:51:46,625
2022-09-11T05:56:46,617
2022-09-11T06:01:47,675
2022-09-11T06:06:47,677
2022-09-11T06:11:47,659
2022-09-11T06:16:47,674
2022-09-11T06:21:48,640
2022-09-11T06:26:48,652
2022-09-11T06:31:48,728
2022-09-11T06:36:49,632
2022-09-11T06:41:49,724
2022-09-11T06:46:49,634
2022-09-11T06:51:49,752
2022-09-11T06:56:50,757
2022-09-11T07:01:50,747
2022-09-11T07:06:50,734
2022-09-11T07:11:51,737
2022-09-11T07:16:51,732
2022-09-11T07:21:51,725
2022-09-11T07:26:52,721
2022-09-11T07:31:52,723
2022-09-11T07:36:52,721
2022-09-11T07:41:53,1045
2022-09-11T07:46:53,955
2022-09-11T07:51:53,915
2022-09-11T07:56:53,903
2022-09-11T08:01:54,901
2022-09-11T08:06:54,908
2022-09-11T08:11:54,921
2022-09-11T08:16:55,921
