time,co2
2022-09-12T00:02:57,897
2022-09-12T00:07:58,898
2022-09-12T00:12:58,891
2022-09-12T00:17:58,899
2022-09-12T00:22:59,898
2022-09-12T00:27:59,905
2022-09-12T00:32:59,908
2022-09-12T00:38:00,906
2022-09-12T00:43:00,915
2022-09-12T00:48:00,921
2022-09-12T00:53:01,916
2022-09-12T00:58:01,915
2022-09-12T01:03:01,1084
2022-09-12T01:08:02,983
2022-09-12T01:13:02,982
2022-09-12T01:18:02,973
2022-09-12T01:23:03,973
2022-09-12T01:28:03,973
2022-09-12T01:33:04,976
2022-09-12T01:38:04,971
2022-09-12T01:43:04,966
2022-09-12T01:48:05,982
2022-09-12T01:53:05,982
2022-09-12T01:58:05,981
2022-09-12T02:03:06,986
2022-09-12T02:08:06,994
2022-09-12T02:13:06,990
2022-09-12T02:18:07,989
2022-09-12T02:23:07,998
2022-09-12T02:28:08,1005
2022-09-12T02:33:08,993
2022-09-12T02:38:08,989
2022-09-12T02:43:09,1008
2022-09-12T02:48:09,1004
2022-09-12T02:53:09,1008
2022-09-12T02:58:10,1004
2022-09-12T03:03:10,1014
2022-09-12T03:08:11,1010
2022-09-12T03:13:11,1006
2022-09-12T03:18:11,1009
2022-09-12T03:23:12,1020
2022-09-12T03:28:12,1015
2022-09-12T03:33:12,996
2022-09-12T03:38:13,1007
2022-09-12T03:43:13,1006
2022-09-12T03:48:14,1008
2022-09-12T03:53:14,1004
2022-09-12T03:58:15,1003
2022-09-12T04:03:15,1017
2022-09-12T04:08:15,1008
2022-09-12T04:13:16,1006
2022-09-12T04:18:16,1001
2022-09-12T04:23:17,1001
2022-09-12T04:28:17,1000
2022-09-12T04:33:17,1000
2022-09-12T04:38:18,993
2022-09-12T04:43:18,998
2022-09-12T04:48:18,1008
2022-09-12T04:53:19,1011
2022-09-12T04:58:19,1202
2022-09-12T05:03:20,1064
2022-09-12T05:08:20,1059
2022-09-12T05:13:20,1159
2022-09-12T05:18:21,1129
2022-09-12T05:23:21,1110
2022-09-12T05:28:21,1135
2022-09-12T05:33:22,1182
2022-09-12T05:38:22,1208
2022-09-12T05:43:23,1225
2022-09-12T05:48:23,1236
2022-09-12T05:53:23,1245
2022-09-12T05:58:24,1247
2022-09-12T06:03:24,1060
2022-09-12T06:08:25,882
2022-09-12T06:13:25,1075
2022-09-12T06:18:25,949
2022-09-12T06:23:25,1159
2022-09-12T06:28:26,969
2022-09-12T06:33:26,879
2022-09-12T06:38:26,1145
2022-09-12T06:43:26,946
2022-09-12T06:48:27,1177
2022-09-12T06:53:27,1177
2022-09-12T06:58:27,1196
2022-09-12T07:03:28,1214
2022-09-12T07:08:28,1220
2022-09-12T07:13:28,1231
2022-09-12T07:18:28,1206
2022-09-12T07:23:29,1214
2022-09-12T07:28:29,1214
2022-09-12T07:33:29,1236
2022-09-12T07:38:29,1239
2022-09-12T07:43:30,1248
2022-09-12T07:48:30,1228
2022-09-12T07:53:30,1212
2022-09-12T07:58:31,1188
2022-09-12T08:03:31,1193
2022-09-12T08:08:31,1201
2022-09-12T08:13:31,1180
2022-09-12T08:18:32,1189
2022-09-12T08:23:32,1159
2022-09-12T08:28:32,1141
2022-09-12T08:33:33,1149
2022-09-12T08:38:33,1141
2022-09-12T08:43:33,1151
2022-09-12T08:48:33,1152
2022-09-12T08:53:34,1153
2022-09-12T08:58:34,1148
2022-09-12T09:03:35,1121
2022-09-12T09:08:35,1116
2022-09-12T09:13:35,1113
2022-09-12T09:18:35,1120
2022-09-12T09:23:36,1123
2022-09-12T09:28:36,1103
2022-09-12T09:33:36,1098
2022-09-12T09:38:37,1091
2022-09-12T09:43:37,1085
2022-09-12T09:48:37,1084
2022-09-12T09:53:37,1079
2022-09-12T09:58:38,1075
2022-09-12T10:03:38,1070
2022-09-12T10:08:38,1065
2022-09-12T10:13:38,1057
2022-09-12T10:18:39,1050
2022-09-12T10:23:39,1040
2022-09-12T10:28:39,1040
2022-09-12T10:33:40,1029
2022-09-12T10:38:40,1008
2022-09-12T10:43:40,998
2022-09-12T10:48:40,1001
2022-09-12T10:53:41,991
2022-09-12T10:58:41,984
2022-09-12T11:03:41,975
2022-09-12T11:08:42,962
2022-09-12T11:13:42,950
2022-09-12T11:18:42,938
2022-09-12T11:23:43,919
2022-09-12T11:28:43,934
2022-09-12T11:33:43,930
2022-09-12T11:38:43,929
2022-09-12T11:43:44,989
2022-09-12T11:48:44,1008
2022-09-12T11:53:44,1002
2022-09-12T11:58:45,1005
2022-09-12T12:03:45,1068
2022-09-12T12:08:45,1059
2022-09-12T12:13:45,1080
2022-09-12T12:18:46,1051
2022-09-12T12:23:46,1076
2022-09-12T12:28:46,1110
2022-09-12T12:33:47,1104
2022-09-12T12:38:47,1088
2022-09-12T12:43:47,1083
2022-09-12T12:48:48,1049
2022-09-12T12:53:48,1037
2022-09-12T12:58:48,1006
2022-09-12T13:03:49,1012
2022-09-12T13:08:49,1019
2022-09-12T13:13:49,1028
2022-09-12T13:18:50,1027
2022-09-12T13:23:50,1026
2022-09-12T13:28:50,1013
2022-09-12T13:33:50,1007
2022-09-12T13:38:51,1008
2022-09-12T13:43:51,1005
2022-09-12T13:48:51,998
2022-09-12T13:53:52,991
2022-09-12T13:58:52,983
2022-09-12T14:03:52,978
2022-09-12T14:08:53,963
2022-09-12T14:13:53,949
2022-09-12T14:18:54,920
2022-09-12T14:23:54,893
2022-09-12T14:28:54,891
2022-09-12T14:33:55,907
2022-09-12T14:38:55,948
2022-09-12T14:43:55,1024
2022-09-12T14:48:55,1040
2022-09-12T14:53:56,1048
2022-09-12T14:58:56,1041
2022-09-12T15:03:56,1048
2022-09-12T15:08:57,1046
2022-09-12T15:13:57,1048
2022-09-12T15:18:57,1044
2022-09-12T15:23:58,1038
2022-09-12T15:28:58,1038
2022-09-12T15:33:58,1030
2022-09-12T15:38:59,1012
2022-09-12T15:43:59,995
