time,co2
2022-09-16T17:27:28,478
2022-09-16T17:32:28,465
2022-09-16T17:37:28,468
2022-09-16T17:42:28,505
2022-09-16T17:47:29,449
2022-09-16T17:52:29,473
2022-09-16T17:57:29,481
2022-09-16T18:02:30,458
2022-09-16T18:07:30,464
2022-09-16T18:12:30,463
2022-09-16T18:17:30,464
2022-09-16T18:22:31,466
2022-09-16T18:27:31,470
2022-09-16T18:32:31,465
2022-09-16T18:37:32,466
2022-09-16T18:42:32,475
2022-09-16T18:47:32,474
2022-09-16T18:52:32,474
2022-09-16T18:57:33,470
2022-09-16T19:02:33,482
2022-09-16T19:07:33,499
2022-09-16T19:12:34,514
2022-09-16T19:17:34,495
2022-09-16T19:22:34,500
2022-09-16T19:27:34,491
2022-09-16T19:32:35,480
2022-09-16T19:37:35,479
2022-09-16T19:42:35,482
2022-09-16T19:47:36,510
2022-09-16T19:52:36,513
2022-09-16T19:57:36,513
2022-09-16T20:02:37,506
2022-09-16T20:07:37,513
2022-09-16T20:12:37,494
2022-09-16T20:17:37,494
2022-09-16T20:22:38,490
2022-09-16T20:27:38,778
