time,co2
2022-09-14T00:01:18,883
2022-09-14T00:06:18,887
2022-09-14T00:11:19,882
2022-09-14T00:16:19,886
2022-09-14T00:21:19,887
2022-09-14T00:26:20,880
2022-09-14T00:31:20,875
2022-09-14T00:36:20,874
2022-09-14T00:41:21,876
2022-09-14T00:46:21,877
2022-09-14T00:51:21,875
2022-09-14T00:56:22,731
2022-09-14T01:01:22,868
2022-09-14T01:06:22,865
2022-09-14T01:11:22,870
2022-09-14T01:16:23,873
2022-09-14T01:21:23,863
2022-09-14T01:26:23,861
2022-09-14T01:31:24,853
2022-09-14T01:36:24,836
2022-09-14T01:41:24,853
2022-09-14T01:46:25,851
2022-09-14T01:51:25,760
2022-09-14T01:56:25,651
2022-09-14T02:01:26,629
2022-09-14T02:06:26,629
2022-09-14T02:11:26,604
2022-09-14T02:16:27,619
2022-09-14T02:21:27,601
2022-09-14T02:26:28,661
2022-09-14T02:31:28,595
2022-09-14T02:36:28,611
2022-09-14T02:41:29,806
2022-09-14T02:46:29,809
2022-09-14T02:51:29,629
2022-09-14T02:56:30,623
2022-09-14T03:01:30,620
2022-09-14T03:06:30,695
2022-09-14T03:11:31,662
2022-09-14T03:16:31,587
2022-09-14T03:21:31,660
2022-09-14T03:26:32,737
2022-09-14T03:31:32,769
2022-09-14T03:36:33,672
2022-09-14T03:41:33,754
2022-09-14T03:46:34,588
2022-09-14T03:51:34,590
2022-09-14T03:56:34,606
2022-09-14T04:01:34,585
2022-09-14T04:06:35,731
2022-09-14T04:11:35,615
2022-09-14T04:16:35,730
2022-09-14T04:21:36,729
2022-09-14T04:26:36,701
2022-09-14T04:31:36,606
2022-09-14T04:36:37,574
2022-09-14T04:41:37,671
2022-09-14T04:46:37,711
2022-09-14T04:51:38,682
2022-09-14T04:56:38,823
2022-09-14T05:01:38,658
2022-09-14T05:06:38,708
2022-09-14T05:11:39,599
2022-09-14T05:16:39,634
2022-09-14T05:21:39,674
2022-09-14T05:26:40,703
2022-09-14T05:31:40,770
2022-09-14T05:36:40,680
2022-09-14T05:41:41,775
2022-09-14T05:46:41,685
2022-09-14T05:51:41,814
2022-09-14T05:56:42,723
2022-09-14T06:01:42,683
2022-09-14T06:06:42,776
2022-09-14T06:11:43,792
2022-09-14T06:16:43,783
2022-09-14T06:21:44,675
2022-09-14T06:26:44,640
2022-09-14T06:31:44,630
2022-09-14T06:36:45,687
2022-09-14T06:41:45,681
2022-09-14T06:46:45,742
2022-09-14T06:51:46,770
2022-09-14T06:56:46,669
2022-09-14T07:01:46,605
2022-09-14T07:06:47,637
2022-09-14T07:11:47,696
2022-09-14T07:16:47,744
2022-09-14T07:21:48,759
2022-09-14T07:26:48,743
2022-09-14T07:31:48,756
2022-09-14T07:36:49,772
2022-09-14T07:41:49,781
2022-09-14T07:46:50,782
2022-09-14T07:51:50,787
2022-09-14T07:56:50,784
2022-09-14T08:01:51,777
2022-09-14T08:06:51,785
2022-09-14T08:11:51,775
2022-09-14T08:16:52,767
2022-09-14T08:21:52,770
2022-09-14T08:26:52,766
2022-09-14T08:31:53,786
2022-09-14T08:36:53,793
2022-09-14T08:41:54,795
2022-09-14T08:46:54,787
